cod_ibge,municipio,tributo,modelo,target_year,pred_annual,real_annual
2900306,Acajutiba,ISSQN,Naive,2021,519219.42708497524,1017023.0459527738
2900306,Acajutiba,ISSQN,ETS,2021,532697.3557362368,1017023.0459527738
2900306,Acajutiba,ISSQN,SARIMA,2021,551657.9505992464,1017023.0459527738
2900306,Acajutiba,ISSQN,Theta,2021,612940.0834483149,1017023.0459527738
2900306,Acajutiba,ISSQN,Prophet,2021,774677.3860382842,1017023.0459527738
2900306,Acajutiba,ISSQN,Ensemble,2021,617993.1939555206,1017023.0459527738
2900306,Acajutiba,ISSQN,Naive,2022,1017023.0459527738,1186533.5750210516
2900306,Acajutiba,ISSQN,ETS,2022,1032608.659610443,1186533.5750210516
2900306,Acajutiba,ISSQN,SARIMA,2022,1355979.8627336263,1186533.5750210516
2900306,Acajutiba,ISSQN,Theta,2022,1140294.417516747,1186533.5750210516
2900306,Acajutiba,ISSQN,Prophet,2022,979660.839676628,1186533.5750210516
2900306,Acajutiba,ISSQN,Ensemble,2022,1127135.944884361,1186533.5750210516
2900306,Acajutiba,ISSQN,Naive,2023,1186533.5750210516,1424033.3398689455
2900306,Acajutiba,ISSQN,ETS,2023,1403371.111739356,1424033.3398689455
2900306,Acajutiba,ISSQN,SARIMA,2023,1786510.4907293587,1424033.3398689455
2900306,Acajutiba,ISSQN,Theta,2023,1519243.554640702,1424033.3398689455
2900306,Acajutiba,ISSQN,Prophet,2023,1177836.861457461,1424033.3398689455
2900306,Acajutiba,ISSQN,Ensemble,2023,1471740.5046417196,1424033.3398689455
2900306,Acajutiba,ISSQN,Naive,2024,1424033.3398689455,1384662.1289922972
2900306,Acajutiba,ISSQN,ETS,2024,1357954.6239833722,1384662.1289922972
2900306,Acajutiba,ISSQN,SARIMA,2024,1557805.219541957,1384662.1289922972
2900306,Acajutiba,ISSQN,Theta,2024,1479866.3806961211,1384662.1289922972
2900306,Acajutiba,ISSQN,Prophet,2024,1416710.942580927,1384662.1289922972
2900306,Acajutiba,ISSQN,Ensemble,2024,1453084.2917005944,1384662.1289922972
2900306,Acajutiba,ISSQN,Naive,2025,1384662.1289922972,959385.126356113
2900306,Acajutiba,ISSQN,ETS,2025,1566203.218529277,959385.126356113
2900306,Acajutiba,ISSQN,SARIMA,2025,1666998.3087871596,959385.126356113
2900306,Acajutiba,ISSQN,Theta,2025,1526416.2928980002,959385.126356113
2900306,Acajutiba,ISSQN,Prophet,2025,1521930.0430465152,959385.126356113
2900306,Acajutiba,ISSQN,Ensemble,2025,1570386.9658152382,959385.126356113
2900801,Alcobaça,ISSQN,Naive,2021,6342973.088721653,5581281.095537614
2900801,Alcobaça,ISSQN,ETS,2021,5477907.518085148,5581281.095537614
2900801,Alcobaça,ISSQN,SARIMA,2021,3818052.2631322416,5581281.095537614
2900801,Alcobaça,ISSQN,Theta,2021,5794474.014733648,5581281.095537614
2900801,Alcobaça,ISSQN,Prophet,2021,5739049.525119277,5581281.095537614
2900801,Alcobaça,ISSQN,Ensemble,2021,5207370.830267579,5581281.095537614
2900801,Alcobaça,ISSQN,Naive,2022,5581281.095537614,6004363.823649836
2900801,Alcobaça,ISSQN,ETS,2022,5503548.28558273,6004363.823649836
2900801,Alcobaça,ISSQN,SARIMA,2022,5594747.956854716,6004363.823649836
2900801,Alcobaça,ISSQN,Theta,2022,5746160.581616256,6004363.823649836
2900801,Alcobaça,ISSQN,Prophet,2022,5981529.600695141,6004363.823649836
2900801,Alcobaça,ISSQN,Ensemble,2022,5706496.606187211,6004363.823649836
2900801,Alcobaça,ISSQN,Naive,2023,6004363.823649836,6226967.205803036
2900801,Alcobaça,ISSQN,ETS,2023,5793990.184044258,6226967.205803036
2900801,Alcobaça,ISSQN,SARIMA,2023,5426719.014197355,6226967.205803036
2900801,Alcobaça,ISSQN,Theta,2023,6044896.000385389,6226967.205803036
2900801,Alcobaça,ISSQN,Prophet,2023,6432325.612206649,6226967.205803036
2900801,Alcobaça,ISSQN,Ensemble,2023,5924482.702708413,6226967.205803036
2900801,Alcobaça,ISSQN,Naive,2024,6226967.205803036,7737627.420614442
2900801,Alcobaça,ISSQN,ETS,2024,6262111.636113145,7737627.420614442
2900801,Alcobaça,ISSQN,SARIMA,2024,6673716.927960941,7737627.420614442
2900801,Alcobaça,ISSQN,Theta,2024,6630556.099364782,7737627.420614442
2900801,Alcobaça,ISSQN,Prophet,2024,6829252.672760718,7737627.420614442
2900801,Alcobaça,ISSQN,Ensemble,2024,6598909.334049896,7737627.420614442
2900801,Alcobaça,ISSQN,Naive,2025,7737627.420614442,7455838.0025365725
2900801,Alcobaça,ISSQN,ETS,2025,7335075.321024635,7455838.0025365725
2900801,Alcobaça,ISSQN,SARIMA,2025,7453953.523684633,7455838.0025365725
2900801,Alcobaça,ISSQN,Theta,2025,7680800.365537413,7455838.0025365725
2900801,Alcobaça,ISSQN,Prophet,2025,7441393.04409685,7455838.0025365725
2900801,Alcobaça,ISSQN,Ensemble,2025,7477805.563585883,7455838.0025365725
2900207,Abaré,ISSQN,Naive,2021,1201519.7031091594,1216539.7301000026
2900207,Abaré,ISSQN,ETS,2021,1099343.9054426253,1216539.7301000026
2900207,Abaré,ISSQN,SARIMA,2021,805916.4018953964,1216539.7301000026
2900207,Abaré,ISSQN,Theta,2021,1295817.9546560678,1216539.7301000026
2900207,Abaré,ISSQN,Prophet,2021,1050526.5099632328,1216539.7301000026
2900207,Abaré,ISSQN,Ensemble,2021,1062901.1929893307,1216539.7301000026
2900207,Abaré,ISSQN,Naive,2022,1216539.7301000026,1231559.757090846
2900207,Abaré,ISSQN,ETS,2022,1121397.5048461931,1231559.757090846
2900207,Abaré,ISSQN,SARIMA,2022,851842.7152009328,1231559.757090846
2900207,Abaré,ISSQN,Theta,2022,1482073.220430371,1231559.757090846
2900207,Abaré,ISSQN,Prophet,2022,1182591.8308426721,1231559.757090846
2900207,Abaré,ISSQN,Ensemble,2022,1159476.3178300422,1231559.757090846
2900207,Abaré,ISSQN,Naive,2023,1231559.757090846,2719288.875063114
2900207,Abaré,ISSQN,ETS,2023,1157766.5710955076,2719288.875063114
2900207,Abaré,ISSQN,SARIMA,2023,845540.3437172745,2719288.875063114
2900207,Abaré,ISSQN,Theta,2023,1240882.6728019754,2719288.875063114
2900207,Abaré,ISSQN,Prophet,2023,1372341.639344634,2719288.875063114
2900207,Abaré,ISSQN,Ensemble,2023,1154132.806739848,2719288.875063114
2900207,Abaré,ISSQN,Naive,2024,2719288.875063114,2645832.687951806
2900207,Abaré,ISSQN,ETS,2024,2414585.5485003423,2645832.687951806
2900207,Abaré,ISSQN,SARIMA,2024,969350.0755032129,2645832.687951806
2900207,Abaré,ISSQN,Theta,2024,2824440.884048285,2645832.687951806
2900207,Abaré,ISSQN,Prophet,2024,3139436.4238556004,2645832.687951806
2900207,Abaré,ISSQN,Ensemble,2024,2336953.2329768604,2645832.687951806
2900207,Abaré,ISSQN,Naive,2025,2645832.687951806,1953252.3103166106
2900207,Abaré,ISSQN,ETS,2025,2543985.6115465225,1953252.3103166106
2900207,Abaré,ISSQN,SARIMA,2025,2186471.233351879,1953252.3103166106
2900207,Abaré,ISSQN,Theta,2025,2660320.275246586,1953252.3103166106
2900207,Abaré,ISSQN,Prophet,2025,3139658.797586834,1953252.3103166106
2900207,Abaré,ISSQN,Ensemble,2025,2632608.9794329554,1953252.3103166106
2901106,Amélia Rodrigues,ISSQN,Naive,2021,3288044.0840805625,3523453.564182164
2901106,Amélia Rodrigues,ISSQN,ETS,2021,3551521.528374474,3523453.564182164
2901106,Amélia Rodrigues,ISSQN,SARIMA,2021,3683322.367607024,3523453.564182164
2901106,Amélia Rodrigues,ISSQN,Theta,2021,3344232.511300184,3523453.564182164
2901106,Amélia Rodrigues,ISSQN,Prophet,2021,3257008.0389697016,3523453.564182164
2901106,Amélia Rodrigues,ISSQN,Ensemble,2021,3459021.1115628453,3523453.564182164
2901106,Amélia Rodrigues,ISSQN,Naive,2022,3523453.564182164,4630513.531746458
2901106,Amélia Rodrigues,ISSQN,ETS,2022,3805426.885835162,4630513.531746458
2901106,Amélia Rodrigues,ISSQN,SARIMA,2022,3580760.9797782507,4630513.531746458
2901106,Amélia Rodrigues,ISSQN,Theta,2022,3596341.1053431416,4630513.531746458
2901106,Amélia Rodrigues,ISSQN,Prophet,2022,3498526.3436095696,4630513.531746458
2901106,Amélia Rodrigues,ISSQN,Ensemble,2022,3620263.82864153,4630513.531746458
2901106,Amélia Rodrigues,ISSQN,Naive,2023,4630513.531746458,4576613.991105708
2901106,Amélia Rodrigues,ISSQN,ETS,2023,4885837.497819095,4576613.991105708
2901106,Amélia Rodrigues,ISSQN,SARIMA,2023,4345326.332410901,4576613.991105708
2901106,Amélia Rodrigues,ISSQN,Theta,2023,4831996.0482846005,4576613.991105708
2901106,Amélia Rodrigues,ISSQN,Prophet,2023,4083408.032072772,4576613.991105708
2901106,Amélia Rodrigues,ISSQN,Ensemble,2023,4536641.977646842,4576613.991105708
2901106,Amélia Rodrigues,ISSQN,Naive,2024,4576613.991105708,4434174.221215322
2901106,Amélia Rodrigues,ISSQN,ETS,2024,5588076.339730779,4434174.221215322
2901106,Amélia Rodrigues,ISSQN,SARIMA,2024,5256247.8043490965,4434174.221215322
2901106,Amélia Rodrigues,ISSQN,Theta,2024,5462192.697811469,4434174.221215322
2901106,Amélia Rodrigues,ISSQN,Prophet,2024,4617333.736197031,4434174.221215322
2901106,Amélia Rodrigues,ISSQN,Ensemble,2024,5230962.644522094,4434174.221215322
2901106,Amélia Rodrigues,ISSQN,Naive,2025,4434174.221215322,4348821.48974022
2901106,Amélia Rodrigues,ISSQN,ETS,2025,4588346.12186417,4348821.48974022
2901106,Amélia Rodrigues,ISSQN,SARIMA,2025,4534846.480110474,4348821.48974022
2901106,Amélia Rodrigues,ISSQN,Theta,2025,4591094.387946903,4348821.48974022
2901106,Amélia Rodrigues,ISSQN,Prophet,2025,4640707.829030785,4348821.48974022
2901106,Amélia Rodrigues,ISSQN,Ensemble,2025,4588748.704738083,4348821.48974022
2900801,Alcobaça,IPTU,Naive,2021,1380963.3442616488,1196290.9697750127
2900801,Alcobaça,IPTU,ETS,2021,1594647.1548100784,1196290.9697750127
2900801,Alcobaça,IPTU,SARIMA,2021,1223290.325704121,1196290.9697750127
2900801,Alcobaça,IPTU,Theta,2021,1665080.4993325605,1196290.9697750127
2900801,Alcobaça,IPTU,Prophet,2021,2084852.5742000036,1196290.9697750127
2900801,Alcobaça,IPTU,Ensemble,2021,1641967.638511691,1196290.9697750127
2900801,Alcobaça,IPTU,Naive,2022,1196290.9697750127,2120501.050628107
2900801,Alcobaça,IPTU,ETS,2022,2111453.618887509,2120501.050628107
2900801,Alcobaça,IPTU,SARIMA,2022,1531367.5343511407,2120501.050628107
2900801,Alcobaça,IPTU,Theta,2022,2121712.6147650704,2120501.050628107
2900801,Alcobaça,IPTU,Prophet,2022,1585951.9721902555,2120501.050628107
2900801,Alcobaça,IPTU,Ensemble,2022,1837621.4350484938,2120501.050628107
2900801,Alcobaça,IPTU,Naive,2023,2120501.050628107,2309420.9946320658
2900801,Alcobaça,IPTU,ETS,2023,2184232.181231594,2309420.9946320658
2900801,Alcobaça,IPTU,SARIMA,2023,1387049.1911766734,2309420.9946320658
2900801,Alcobaça,IPTU,Theta,2023,2029161.8933925885,2309420.9946320658
2900801,Alcobaça,IPTU,Prophet,2023,2089998.1862129006,2309420.9946320658
2900801,Alcobaça,IPTU,Ensemble,2023,1922610.363003439,2309420.9946320658
2900801,Alcobaça,IPTU,Naive,2024,2309420.9946320658,2019294.8475244946
2900801,Alcobaça,IPTU,ETS,2024,2216493.1002700035,2019294.8475244946
2900801,Alcobaça,IPTU,SARIMA,2024,1407818.8370715342,2019294.8475244946
2900801,Alcobaça,IPTU,Theta,2024,2478349.3826432754,2019294.8475244946
2900801,Alcobaça,IPTU,Prophet,2024,2402910.5132017136,2019294.8475244946
2900801,Alcobaça,IPTU,Ensemble,2024,2126392.958296632,2019294.8475244946
2900801,Alcobaça,IPTU,Naive,2025,2019294.8475244946,2682670.2027500076
2900801,Alcobaça,IPTU,ETS,2025,2120345.4637740892,2682670.2027500076
2900801,Alcobaça,IPTU,SARIMA,2025,1579616.4013856652,2682670.2027500076
2900801,Alcobaça,IPTU,Theta,2025,2216667.675023262,2682670.2027500076
2900801,Alcobaça,IPTU,Prophet,2025,2540607.0977212857,2682670.2027500076
2900801,Alcobaça,IPTU,Ensemble,2025,2114309.1594760753,2682670.2027500076
2901155,América Dourada,ISSQN,Naive,2021,845388.9815095385,1249815.7490204487
2901155,América Dourada,ISSQN,ETS,2021,1077902.2715118325,1249815.7490204487
2901155,América Dourada,ISSQN,SARIMA,2021,923602.744101622,1249815.7490204487
2901155,América Dourada,ISSQN,Theta,2021,1032399.2497234172,1249815.7490204487
2901155,América Dourada,ISSQN,Prophet,2021,1283722.8554083747,1249815.7490204487
2901155,América Dourada,ISSQN,Ensemble,2021,1079406.7801863116,1249815.7490204487
2901155,América Dourada,ISSQN,Naive,2022,1249815.7490204487,1707757.9468308934
2901155,América Dourada,ISSQN,ETS,2022,1593616.3285353023,1707757.9468308934
2901155,América Dourada,ISSQN,SARIMA,2022,1228563.816683523,1707757.9468308934
2901155,América Dourada,ISSQN,Theta,2022,1711602.476963892,1707757.9468308934
2901155,América Dourada,ISSQN,Prophet,2022,1326482.1233130337,1707757.9468308934
2901155,América Dourada,ISSQN,Ensemble,2022,1465066.1863739374,1707757.9468308934
2901155,América Dourada,ISSQN,Naive,2023,1707757.9468308934,2171101.185026787
2901155,América Dourada,ISSQN,ETS,2023,2032994.8289074767,2171101.185026787
2901155,América Dourada,ISSQN,SARIMA,2023,1315838.418587688,2171101.185026787
2901155,América Dourada,ISSQN,Theta,2023,1810228.425591581,2171101.185026787
2901155,América Dourada,ISSQN,Prophet,2023,1537440.447395138,2171101.185026787
2901155,América Dourada,ISSQN,Ensemble,2023,1674125.530120471,2171101.185026787
2901155,América Dourada,ISSQN,Naive,2024,2171101.185026787,1643238.3652895517
2901155,América Dourada,ISSQN,ETS,2024,2343422.7655159077,1643238.3652895517
2901155,América Dourada,ISSQN,SARIMA,2024,2666836.327391152,1643238.3652895517
2901155,América Dourada,ISSQN,Theta,2024,2300701.12806489,1643238.3652895517
2901155,América Dourada,ISSQN,Prophet,2024,1874586.5857530679,1643238.3652895517
2901155,América Dourada,ISSQN,Ensemble,2024,2296386.701681254,1643238.3652895517
2901155,América Dourada,ISSQN,Naive,2025,1643238.3652895517,1139053.2194131892
2901155,América Dourada,ISSQN,ETS,2025,1606698.141909479,1139053.2194131892
2901155,América Dourada,ISSQN,SARIMA,2025,1413401.9931551572,1139053.2194131892
2901155,América Dourada,ISSQN,Theta,2025,1597987.800943964,1139053.2194131892
2901155,América Dourada,ISSQN,Prophet,2025,1920509.066421455,1139053.2194131892
2901155,América Dourada,ISSQN,Ensemble,2025,1634649.2506075138,1139053.2194131892
2900702,Alagoinhas,ISSQN,Naive,2021,36306524.27338842,43204559.1068897
2900702,Alagoinhas,ISSQN,ETS,2021,39160304.459081024,43204559.1068897
2900702,Alagoinhas,ISSQN,SARIMA,2021,37793620.20313536,43204559.1068897
2900702,Alagoinhas,ISSQN,Theta,2021,38801572.2392147,43204559.1068897
2900702,Alagoinhas,ISSQN,Prophet,2021,37347907.87387233,43204559.1068897
2900702,Alagoinhas,ISSQN,Ensemble,2021,38275851.19382585,43204559.1068897
2900702,Alagoinhas,ISSQN,Naive,2022,43204559.1068897,50742214.95259937
2900702,Alagoinhas,ISSQN,ETS,2022,46953427.49074726,50742214.95259937
2900702,Alagoinhas,ISSQN,SARIMA,2022,43006059.91703543,50742214.95259937
2900702,Alagoinhas,ISSQN,Theta,2022,47143327.164536364,50742214.95259937
2900702,Alagoinhas,ISSQN,Prophet,2022,40999858.18502653,50742214.95259937
2900702,Alagoinhas,ISSQN,Ensemble,2022,44525668.189336404,50742214.95259937
2900702,Alagoinhas,ISSQN,Naive,2023,50742214.95259937,54346817.275048666
2900702,Alagoinhas,ISSQN,ETS,2023,60086840.91160994,54346817.275048666
2900702,Alagoinhas,ISSQN,SARIMA,2023,60167160.40931055,54346817.275048666
2900702,Alagoinhas,ISSQN,Theta,2023,60789576.50131651,54346817.275048666
2900702,Alagoinhas,ISSQN,Prophet,2023,53030062.769154966,54346817.275048666
2900702,Alagoinhas,ISSQN,Ensemble,2023,58518410.147847995,54346817.275048666
2900702,Alagoinhas,ISSQN,Naive,2024,54346817.275048666,63142206.773328714
2900702,Alagoinhas,ISSQN,ETS,2024,57707395.43741014,63142206.773328714
2900702,Alagoinhas,ISSQN,SARIMA,2024,56173592.738053955,63142206.773328714
2900702,Alagoinhas,ISSQN,Theta,2024,58783693.59053023,63142206.773328714
2900702,Alagoinhas,ISSQN,Prophet,2024,58194525.44716348,63142206.773328714
2900702,Alagoinhas,ISSQN,Ensemble,2024,57714801.80328944,63142206.773328714
2900702,Alagoinhas,ISSQN,Naive,2025,63142206.773328714,64800979.95002378
2900702,Alagoinhas,ISSQN,ETS,2025,64939330.551563606,64800979.95002378
2900702,Alagoinhas,ISSQN,SARIMA,2025,68290411.97735868,64800979.95002378
2900702,Alagoinhas,ISSQN,Theta,2025,64461640.329557255,64800979.95002378
2900702,Alagoinhas,ISSQN,Prophet,2025,67217908.26023713,64800979.95002378
2900702,Alagoinhas,ISSQN,Ensemble,2025,66227322.77967917,64800979.95002378
2900702,Alagoinhas,IPTU,Naive,2021,12061617.202904448,11130953.319018237
2900702,Alagoinhas,IPTU,ETS,2021,11372324.702972626,11130953.319018237
2900702,Alagoinhas,IPTU,SARIMA,2021,11867861.224050473,11130953.319018237
2900702,Alagoinhas,IPTU,Theta,2021,15874312.082917148,11130953.319018237
2900702,Alagoinhas,IPTU,Prophet,2021,15649015.694155486,11130953.319018237
2900702,Alagoinhas,IPTU,Ensemble,2021,13690878.426023934,11130953.319018237
2900702,Alagoinhas,IPTU,Naive,2022,11130953.319018237,11334964.125892807
2900702,Alagoinhas,IPTU,ETS,2022,15525854.625332285,11334964.125892807
2900702,Alagoinhas,IPTU,SARIMA,2022,25891599.246328518,11334964.125892807
2900702,Alagoinhas,IPTU,Theta,2022,45949072.646293536,11334964.125892807
2900702,Alagoinhas,IPTU,Prophet,2022,14477701.581834825,11334964.125892807
2900702,Alagoinhas,IPTU,Ensemble,2022,25461057.02494729,11334964.125892807
2900702,Alagoinhas,IPTU,Naive,2023,11334964.125892807,15253596.175924031
2900702,Alagoinhas,IPTU,ETS,2023,14715217.75971362,15253596.175924031
2900702,Alagoinhas,IPTU,SARIMA,2023,17607789.271214467,15253596.175924031
2900702,Alagoinhas,IPTU,Theta,2023,52712479.979620345,15253596.175924031
2900702,Alagoinhas,IPTU,Prophet,2023,14197060.89004526,15253596.175924031
2900702,Alagoinhas,IPTU,Ensemble,2023,24808136.97514842,15253596.175924031
2900702,Alagoinhas,IPTU,Naive,2024,15253596.175924031,16540841.093057055
2900702,Alagoinhas,IPTU,ETS,2024,15254648.142990196,16540841.093057055
2900702,Alagoinhas,IPTU,SARIMA,2024,14336654.15470054,16540841.093057055
2900702,Alagoinhas,IPTU,Theta,2024,43978730.041543886,16540841.093057055
2900702,Alagoinhas,IPTU,Prophet,2024,17922735.376015913,16540841.093057055
2900702,Alagoinhas,IPTU,Ensemble,2024,22873191.928812634,16540841.093057055
2900702,Alagoinhas,IPTU,Naive,2025,16540841.093057055,16152477.810723564
2900702,Alagoinhas,IPTU,ETS,2025,13976644.82123549,16152477.810723564
2900702,Alagoinhas,IPTU,SARIMA,2025,17082739.04853748,16152477.810723564
2900702,Alagoinhas,IPTU,Theta,2025,14058479.7812907,16152477.810723564
2900702,Alagoinhas,IPTU,Prophet,2025,17373904.036567837,16152477.810723564
2900702,Alagoinhas,IPTU,Ensemble,2025,15622941.92190788,16152477.810723564
2900355,Adustina,ISSQN,Naive,2021,385921.4584300502,444174.01373018103
2900355,Adustina,ISSQN,ETS,2021,359664.210658517,444174.01373018103
2900355,Adustina,ISSQN,SARIMA,2021,320804.99499485653,444174.01373018103
2900355,Adustina,ISSQN,Theta,2021,323119.3908224568,444174.01373018103
2900355,Adustina,ISSQN,Prophet,2021,274252.29627627134,444174.01373018103
2900355,Adustina,ISSQN,Ensemble,2021,319460.2231880254,444174.01373018103
2900355,Adustina,ISSQN,Naive,2022,444174.01373018103,497698.02452435554
2900355,Adustina,ISSQN,ETS,2022,533184.8746239331,497698.02452435554
2900355,Adustina,ISSQN,SARIMA,2022,442735.11518107424,497698.02452435554
2900355,Adustina,ISSQN,Theta,2022,375930.45320417307,497698.02452435554
2900355,Adustina,ISSQN,Prophet,2022,309584.1916893435,497698.02452435554
2900355,Adustina,ISSQN,Ensemble,2022,415358.6586746309,497698.02452435554
2900355,Adustina,ISSQN,Naive,2023,497698.02452435554,968691.1403151436
2900355,Adustina,ISSQN,ETS,2023,565525.4212630229,968691.1403151436
2900355,Adustina,ISSQN,SARIMA,2023,500305.39165453275,968691.1403151436
2900355,Adustina,ISSQN,Theta,2023,431333.34601863363,968691.1403151436
2900355,Adustina,ISSQN,Prophet,2023,327365.2959205266,968691.1403151436
2900355,Adustina,ISSQN,Ensemble,2023,456132.363714179,968691.1403151436
2900355,Adustina,ISSQN,Naive,2024,968691.1403151436,1077689.6668137363
2900355,Adustina,ISSQN,ETS,2024,974985.6240848437,1077689.6668137363
2900355,Adustina,ISSQN,SARIMA,2024,1070622.6965177313,1077689.6668137363
2900355,Adustina,ISSQN,Theta,2024,908922.9366153053,1077689.6668137363
2900355,Adustina,ISSQN,Prophet,2024,547323.4877332386,1077689.6668137363
2900355,Adustina,ISSQN,Ensemble,2024,875463.6862377797,1077689.6668137363
2900355,Adustina,ISSQN,Naive,2025,1077689.6668137363,936361.4580644078
2900355,Adustina,ISSQN,ETS,2025,1150776.737003957,936361.4580644078
2900355,Adustina,ISSQN,SARIMA,2025,1131562.5350089339,936361.4580644078
2900355,Adustina,ISSQN,Theta,2025,1074009.9095592147,936361.4580644078
2900355,Adustina,ISSQN,Prophet,2025,987323.3824828507,936361.4580644078
2900355,Adustina,ISSQN,Ensemble,2025,1085918.141013739,936361.4580644078
2901007,Amargosa,ISSQN,Naive,2021,3645924.869599444,3699882.3059259467
2901007,Amargosa,ISSQN,ETS,2021,3589472.3886575876,3699882.3059259467
2901007,Amargosa,ISSQN,SARIMA,2021,3380912.5855586454,3699882.3059259467
2901007,Amargosa,ISSQN,Theta,2021,3560698.1169890417,3699882.3059259467
2901007,Amargosa,ISSQN,Prophet,2021,4288429.690194708,3699882.3059259467
2901007,Amargosa,ISSQN,Ensemble,2021,3704878.195349995,3699882.3059259467
2901007,Amargosa,ISSQN,Naive,2022,3699882.3059259467,5463749.683201265
2901007,Amargosa,ISSQN,ETS,2022,3790719.913489326,5463749.683201265
2901007,Amargosa,ISSQN,SARIMA,2022,4076750.309621956,5463749.683201265
2901007,Amargosa,ISSQN,Theta,2022,4010528.636211676,5463749.683201265
2901007,Amargosa,ISSQN,Prophet,2022,4164495.669170716,5463749.683201265
2901007,Amargosa,ISSQN,Ensemble,2022,4010623.632123419,5463749.683201265
2901007,Amargosa,ISSQN,Naive,2023,5463749.683201265,6473977.518275465
2901007,Amargosa,ISSQN,ETS,2023,5672360.126022128,6473977.518275465
2901007,Amargosa,ISSQN,SARIMA,2023,6178507.34964379,6473977.518275465
2901007,Amargosa,ISSQN,Theta,2023,6157645.004883875,6473977.518275465
2901007,Amargosa,ISSQN,Prophet,2023,4997809.288552623,6473977.518275465
2901007,Amargosa,ISSQN,Ensemble,2023,5751580.442275604,6473977.518275465
2901007,Amargosa,ISSQN,Naive,2024,6473977.518275465,6867864.934899838
2901007,Amargosa,ISSQN,ETS,2024,7307953.323984346,6867864.934899838
2901007,Amargosa,ISSQN,SARIMA,2024,8351275.00894139,6867864.934899838
2901007,Amargosa,ISSQN,Theta,2024,7430891.7211722545,6867864.934899838
2901007,Amargosa,ISSQN,Prophet,2024,7165890.547866364,6867864.934899838
2901007,Amargosa,ISSQN,Ensemble,2024,7564002.650491089,6867864.934899838
2901007,Amargosa,ISSQN,Naive,2025,6867864.934899838,8280207.5031048795
2901007,Amargosa,ISSQN,ETS,2025,7228727.198762136,8280207.5031048795
2901007,Amargosa,ISSQN,SARIMA,2025,7927613.612601517,8280207.5031048795
2901007,Amargosa,ISSQN,Theta,2025,7640995.036060486,8280207.5031048795
2901007,Amargosa,ISSQN,Prophet,2025,7827056.250666469,8280207.5031048795
2901007,Amargosa,ISSQN,Ensemble,2025,7656098.024522652,8280207.5031048795
2901304,Andaraí,ISSQN,Naive,2021,584722.2754639478,887348.5984348851
2901304,Andaraí,ISSQN,ETS,2021,738152.1375237852,887348.5984348851
2901304,Andaraí,ISSQN,SARIMA,2021,519728.0095931511,887348.5984348851
2901304,Andaraí,ISSQN,Theta,2021,526001.779091613,887348.5984348851
2901304,Andaraí,ISSQN,Prophet,2021,346375.89833781176,887348.5984348851
2901304,Andaraí,ISSQN,Ensemble,2021,532564.4561365903,887348.5984348851
2901304,Andaraí,ISSQN,Naive,2022,887348.5984348851,1715777.4597058713
2901304,Andaraí,ISSQN,ETS,2022,671467.9225029803,1715777.4597058713
2901304,Andaraí,ISSQN,SARIMA,2022,546345.9216644152,1715777.4597058713
2901304,Andaraí,ISSQN,Theta,2022,700124.7773923393,1715777.4597058713
2901304,Andaraí,ISSQN,Prophet,2022,607494.033904736,1715777.4597058713
2901304,Andaraí,ISSQN,Ensemble,2022,631358.1638661177,1715777.4597058713
2901304,Andaraí,ISSQN,Naive,2023,1715777.4597058713,1570736.3202540877
2901304,Andaraí,ISSQN,ETS,2023,1949737.5240129954,1570736.3202540877
2901304,Andaraí,ISSQN,SARIMA,2023,2015273.8474226529,1570736.3202540877
2901304,Andaraí,ISSQN,Theta,2023,2296157.1936623505,1570736.3202540877
2901304,Andaraí,ISSQN,Prophet,2023,1196387.6213171878,1570736.3202540877
2901304,Andaraí,ISSQN,Ensemble,2023,1864389.046603797,1570736.3202540877
2901304,Andaraí,ISSQN,Naive,2024,1570736.3202540877,985857.3667692109
2901304,Andaraí,ISSQN,ETS,2024,1381336.5628407467,985857.3667692109
2901304,Andaraí,ISSQN,SARIMA,2024,1369192.859320194,985857.3667692109
2901304,Andaraí,ISSQN,Theta,2024,1400153.8000139315,985857.3667692109
2901304,Andaraí,ISSQN,Prophet,2024,1425201.1717982288,985857.3667692109
2901304,Andaraí,ISSQN,Ensemble,2024,1393971.0984932752,985857.3667692109
2901304,Andaraí,ISSQN,Naive,2025,985857.3667692109,1152837.0801348938
2901304,Andaraí,ISSQN,ETS,2025,989099.7409417533,1152837.0801348938
2901304,Andaraí,ISSQN,SARIMA,2025,971942.1548089326,1152837.0801348938
2901304,Andaraí,ISSQN,Theta,2025,1022479.7108690662,1152837.0801348938
2901304,Andaraí,ISSQN,Prophet,2025,1368569.4520682525,1152837.0801348938
2901304,Andaraí,ISSQN,Ensemble,2025,1088022.764672001,1152837.0801348938
2901353,Andorinha,ISSQN,Naive,2021,1377578.4551631582,1324521.5837215714
2901353,Andorinha,ISSQN,ETS,2021,1308331.5345872692,1324521.5837215714
2901353,Andorinha,ISSQN,SARIMA,2021,958388.9195496087,1324521.5837215714
2901353,Andorinha,ISSQN,Theta,2021,1307090.5442371632,1324521.5837215714
2901353,Andorinha,ISSQN,Prophet,2021,1589855.657193889,1324521.5837215714
2901353,Andorinha,ISSQN,Ensemble,2021,1290916.6638919825,1324521.5837215714
2901353,Andorinha,ISSQN,Naive,2022,1324521.5837215714,2511966.619098066
2901353,Andorinha,ISSQN,ETS,2022,1410291.956841916,2511966.619098066
2901353,Andorinha,ISSQN,SARIMA,2022,1294412.8349482412,2511966.619098066
